project,bugId,repairActions,repairPatterns,repairTools,files,methods,classes,linesAdd,linesRem,linesMod,sizeInLines,chunks,spreadAllLines,spreadCodeOnly,mdAdd,mdRem,mdRen,mdParAdd,mdParRem,mdRetTyChange,mdParTyChange,mdModChange,mdOverride,mcAdd,mcRem,mcRepl,mcParSwap,mcParAdd,mcParRem,mcParValChange,mcMove,objInstAdd,objInstRem,objInstMod,varAdd,varRem,varRepl,exTryCatchAdd,exTryCatchRem,exThrowsAdd,exThrowsRem,condExpRed,condExpExpand,condExpMod,condBranIfAdd,condBranIfElseAdd,condBranElseAdd,condBranCaseAdd,condBranRem,assignAdd,assignRem,assignExpChange,loopAdd,loopRem,loopCondChange,loopInitVector,loopInitChange,tyChange,tyModChange,tyObj2Met,tyAdd,typImpInterf,retExpChange,retBranchAdd,retRem,wrapsIf,wrapsIfElse,wrapsElse,wrapsTryCatch,wrapsMethod,wrapsLoop,unwrapIfElse,unwrapMethod,unwrapTryCatch,condBlockExcAdd,condBlockRetAdd,condBlockOthersAdd,condBlockRem,copyPaste,missNullCheckP,missNullCheckN,expLogicExpand,expLogicReduce,expLogicMod,expArithMod,initFix,codeMove,wrongVarRef,wrongMethodRef,singleLine,constChange,notClassified,blockRemove,fixAPI,wrongComp,missComp,others,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size10+,Observations,rtAcs,rtKali,rtDynaMoth,rtGenProg,rtDeepRepair,rtCardumen,rtssFix,rtHDRepair,rtElixir,rtJAID,rtGPFL,rtNopol
Closure,54,6,5,0,2,3,2,10,1,2,13,5,31,18,,,,,,,,,,x,x,,,,,,,,,,x,,x,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,x,,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,One of the chunks have a kind of Wrap-with-IfElse done with the replacement of existent conditional block.,,,,,,,,,,,,
Closure,55,2,2,3,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,x,,,,X,,,X,,,,,,X
Closure,56,3,1,0,1,1,1,4,0,0,4,2,1,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Closure,57,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"Altought there is a null check in the conditional expression, the expression is expanded with an extra condition not related to null-check.",,,,,,,,,,,,
Closure,58,2,1,0,1,1,1,4,0,0,4,2,2,2,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Closure,59,2,2,1,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,X,,,,,,,,,
Closure,60,4,2,2,1,2,1,5,0,0,5,3,29,17,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,X,,,,,,,,,X
Closure,61,4,2,2,1,1,1,6,0,0,6,1,0,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,X,,,,,,,,,X
Closure,62,1,2,4,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,"Just changed the operator in ""if"" condition",,,X,,,,,X,,X,,X
Closure,63,1,2,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,Same as bug 62,,,X,,,,,,,X,,X
Closure,64,2,1,0,1,3,1,0,0,4,4,4,38,25,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,New parameters are added in three method calls (call to overloaded methods). A logic expression passed to a method call is changed.,,,,,,,,,,,,
Closure,65,1,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Closure,66,2,1,2,1,1,1,2,0,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,,,,,,,,,X
Closure,67,2,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,X,,,,,,,,,X
Closure,68,1,3,0,1,3,1,3,1,0,4,4,892,554,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,x,An assignment was moved outside a branch.,,,,,,,,,,,,
Closure,69,2,1,0,1,1,1,7,0,0,7,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,,,,,,,,,,,,
Closure,70,1,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,x,,,,,,,,X,,,X,,
Closure,71,3,3,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,The null-check is done in a boolean expression assigned to a variable and not to a conditional test.,,,,,,,,,,,,
Closure,72,3,1,2,2,2,2,2,0,1,3,2,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,x,,,,,,,,,Instantiates an anonymous object and make a method call on it.,,,X,,,,,,,,,X
Closure,73,1,2,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,X,X,,X,,
Closure,74,8,2,0,1,2,1,13,0,2,15,2,165,136,x,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
Closure,75,4,3,2,1,2,1,3,0,1,4,3,62,46,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,,,,,,,,x,,,,,,,,,,,X,,,,,,,,,X
Closure,76,9,4,2,1,2,1,37,6,0,43,11,73,48,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,x,x,x,,,x,x,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,x,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,X,,,,,,,,,X
Closure,77,2,2,0,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,
Closure,78,1,1,2,1,1,1,0,2,0,2,2,6,6,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,Removes error invocation call.,,,X,,,,,,,,,X
Closure,79,2,1,0,2,2,2,1,0,1,2,2,0,0,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,,,Calls overloaded method with extra parameters.,,,,,,,,,,,,
Closure,80,1,1,0,1,2,1,2,0,0,2,2,1648,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,"These blocks are inserted as extra switch clauses. Should be a ""Missing Condition"", ""Missing Block"" or both?",,,,,,,,,,,,
Closure,81,4,1,0,1,1,1,7,0,0,7,1,0,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
Closure,82,2,2,0,1,1,1,2,0,1,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Closure,83,2,1,0,1,1,1,3,0,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,"The existent code was splitted in declaration of var ""param"" out of the wrap and assignment, with Wrap-with-TryCatch.",,,,,,,,,,,,
Closure,84,6,2,0,1,3,1,27,0,0,27,3,465,377,x,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,
Closure,85,7,4,0,1,2,1,7,13,1,21,4,29,22,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,x,,,,,,,,,,,,x,,,,,,,,x,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure,86,1,3,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,x,,,,,,,,,,x,,,,,,,,X,,,,,
Closure,87,6,1,0,1,1,1,12,0,1,13,4,10,0,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Closure,88,5,1,0,1,1,1,6,0,0,6,2,3,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
Closure,89,3,3,0,2,2,2,3,0,1,4,2,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,
Closure,90,4,2,0,2,2,2,3,0,1,4,2,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,
Closure,91,5,2,0,1,1,1,9,0,0,9,1,0,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,x,,,,,,,,,,,,,
Closure,92,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Closure,93,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,Same change/commit as #92.,,,,,,,,,,,,
Closure,94,3,2,0,1,1,1,19,0,0,19,3,8,6,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many ""case"" conditions were added, sharing the same consequent action. Equivalent to ""if ( x || y || z || ... ) then do this"". These blocks are inserted as extra switch clauses. Should be a ""Missing Condition"", ""Missing Block"" or both?",,,,,,,,,,,,
Closure,95,4,1,0,1,1,1,7,0,0,7,2,3,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,
Closure,96,3,3,0,1,1,1,3,0,1,4,3,3,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Closure,97,3,2,0,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,
Closure,98,6,3,0,1,2,2,19,0,0,19,5,201,127,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,New class attributes were added.,,,,,,,,,,,,
Closure,99,6,3,0,1,1,1,5,0,1,6,4,39,26,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,x,,x,,,,x,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,x,,,,,,x,,,,,x,"Changed condition in expression, adds an extra computing in line 131.",,,,,,,,,,,,
Closure,100,6,2,0,1,1,1,7,0,1,8,2,47,34,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,
Closure,101,2,1,0,1,1,1,1,3,0,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,
Closure,102,1,2,0,1,1,1,1,1,0,2,2,5,5,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Closure,103,4,4,0,2,2,2,8,0,0,8,3,3,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
Closure,104,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,A Null-Check was removed and replaced by another condition.,,,,,,,,,,,,
Closure,105,8,4,0,1,1,1,2,0,5,7,5,19,16,,x,,,,,,,,,x,,,,,,,x,x,,,,,,,,,,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,x,,,,,Moves the instantiation of StringBuilder to another place.,,,,,,,,,,,,
Closure,106,4,3,0,2,2,2,4,2,0,6,3,1,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,
Closure,107,1,1,0,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,,,
Closure,108,4,2,0,1,3,1,3,0,1,4,4,322,230,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,Added new class attribute and its initialization. An existent conditional expression with Null-Check was expanded with another condition.,,,,,,,,,,,,
Closure,109,5,3,0,1,1,1,4,0,1,5,1,0,0,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,
Closure,110,12,8,0,2,2,2,21,0,4,25,12,47,22,,,,,,,,,,x,x,,,,,,,x,,,x,,,,,x,,,x,x,x,x,,,,x,,x,,,,,,,,,,,x,,,,x,,,,,,,,x,,x,,,x,x,x,,x,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
Closure,111,3,2,1,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,X
Closure,112,6,1,0,1,1,1,6,0,3,9,1,0,0,x,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,Adds an inline interface implementation for a parameter of type Predicate on filterKeys method call.,,,,,,,,,,,,
Closure,113,2,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"Again, an existent condition with Null-Check was expanded with other condition.",,,,,,,,,,,,X
Closure,114,2,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,X
Closure,115,5,1,1,1,1,1,0,11,0,11,2,25,15,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
Closure,116,5,2,2,1,2,1,12,0,0,12,2,26,15,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,Strange... what is removed in 115 is added again in 116.,,,X,,,,,,,,,X
Closure,117,8,1,0,1,1,1,12,12,0,24,3,31,20,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,,,x,x,x,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,Move a block of code.,,,,,,,,,,,,
Closure,118,2,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Closure,119,1,2,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"""Case"" Added to switch... Should be considered a ""missing block"" too?",,,,,,,,,,,,X
Closure,120,3,1,1,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,X
Closure,121,2,2,1,1,1,1,2,0,1,3,2,3,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,X
Closure,122,5,1,0,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,
Closure,123,2,3,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,x,,,x,,,,,,,,,,,Changes value in assignment from constant to method call.,,,,,,,,,,,,
Closure,124,2,1,2,1,1,1,2,0,0,2,2,1,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,X,,,,,,,,,X
Closure,125,2,2,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,"Again, conditional expression with Null-Check was expanded with new condition.",,,,,,,,,,X,,
Closure,126,3,1,5,1,1,1,0,4,0,4,1,0,0,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,X,,,,X,X,,X,,X
Closure,127,5,3,2,1,2,1,9,0,1,10,2,6,5,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,X,,,,,,,,,X
Closure,128,3,2,0,1,1,1,3,0,1,4,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Closure,129,3,0,2,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,,,,,,,Adds a loop to iterate over child of nodes.,,,X,,,,,,,,,X
Closure,130,1,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,X,,,,,,,,,X
Closure,131,2,2,2,1,1,1,1,0,1,2,2,5,4,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,,,,,,,,,X
Closure,132,2,2,2,1,1,1,2,0,1,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,X,,,,,,,,,X
Closure,133,1,1,3,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,It seems that the variable is reseted by method.,,,X,,,X,,,,,,X
Lang,1,6,3,0,1,1,1,9,0,2,11,3,3,3,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,
Lang,2,4,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Lang,3,1,2,0,1,1,1,4,0,0,4,4,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,
Lang,4,4,2,0,1,1,1,0,0,4,4,4,43,27,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,x,,,,x,,,,,,,,Type change with adjust in related calls/operations.,,,,,,,,,,,,
Lang,5,6,3,0,1,1,1,21,0,0,21,2,31,31,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
